coin,ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
SOL,1.898,65.7,1.77,5,2.97,2
XRP,,,2.9,111,2.97,3
XRP,,,1.3,16,2.97,1
XRP,,,0.73,3,2.97,1
XRP,,,0.21,3,2.97,1
XRP,,,7.26,184,2.97,3
XRP,,,1.05,4,2.97,1
XRP,,,0.0,1,2.97,1
XRP,,,3.88,20,2.97,3
XRP,,,5.32,52,2.97,3
XRP,,,1.89,20,2.97,2
XRP,,,1.14,13,2.97,1
XRP,,,10.79,339,2.97,3
XRP,,,0.61,2,2.97,1
XRP,,,2.9,49,2.97,3
XRP,,,1.48,12,2.97,1
XRP,,,66.23,3938,2.97,3
XRP,4.08,69.6,3.17,72,2.97,3
XRP,2.324,53.9,11.36,285,2.97,3
XRP,2.088,48.6,25.1,1831,2.97,3
XRP,3.639,68.8,4.59,13,2.97,3
XRP,3.043,62.4,1.33,4,2.97,2
XRP,2.709,53.2,2.3,20,2.97,2
XRP,2.812,53.2,6.61,22,2.97,3
XRP,2.663,48.5,19.49,123,2.97,3
XRP,1.992,56.8,3.72,10,2.97,3
XRP,1.975,56.8,1.44,2,2.97,1
XRP,2.432,56.8,1.12,2,2.97,1
XRP,2.494,56.8,3.53,2,2.97,2
XRP,2.352,56.8,4.5,5,2.97,3
XRP,2.333,55.9,70.48,1080,2.97,3
XRP,1.478,64.3,1.28,6,2.97,2
XRP,1.614,64.3,1.51,6,2.97,2
XRP,1.896,64.3,1.26,2,2.97,2
XRP,1.876,64.3,1.15,7,2.97,2
XRP,2.045,66.8,0.82,3,2.97,1
XRP,2.347,66.8,4.19,19,2.97,3
XRP,2.378,68.9,0.0,1,2.97,1
XRP,2.485,68.9,2.76,5,2.97,2
XRP,2.861,68.9,0.0,1,2.97,1
XRP,2.985,68.9,10.34,3,2.97,3
XRP,2.423,68.9,1.66,2,2.97,2
XRP,2.61,68.9,2.85,4,2.97,3
XRP,2.658,68.9,0.0,1,2.97,1
XRP,2.711,74.5,0.9,8,2.97,1
XRP,2.791,74.5,0.14,2,2.97,1
XRP,2.094,59.5,0.37,2,2.97,1
XRP,2.133,59.5,2.68,4,2.97,3
XRP,2.291,59.5,1.05,2,2.97,1
XRP,2.377,59.5,0.92,5,2.97,1
XRP,2.554,59.5,5.1,43,2.97,3
XRP,2.61,55.0,1.76,7,2.97,2
XRP,2.644,55.0,0.98,9,2.97,1
XRP,2.547,58.4,14.65,46,2.97,3
XRP,2.559,49.3,8.33,5,2.97,3
XRP,2.371,49.3,8.42,4,2.97,3
XRP,2.441,49.3,0.0,1,2.97,1
XRP,2.504,49.3,36.45,668,2.97,3
XRP,2.137,64.6,6.3,8,2.97,3
XRP,1.791,50.1,3.62,7,2.97,3
XRP,1.746,50.1,19.95,162,2.97,3
XRP,1.499,61.5,6.18,44,2.97,3
XRP,1.498,66.6,3.66,29,2.97,3
XRP,1.554,59.9,1.11,8,2.97,1
XRP,1.731,59.9,1.2,3,2.97,1
XRP,1.897,59.9,3.2,3,2.97,2
XRP,2.537,66.9,9.32,48,2.97,3
XRP,3.498,57.1,1.75,2,2.97,2
XRP,2.859,57.1,5.41,3,2.97,3
XRP,2.972,57.1,11.04,9,2.97,3
XRP,2.623,57.1,0.88,3,2.97,1
XRP,1.461,46.0,16.26,4,2.97,3
XRP,0.951,46.0,2.22,2,2.97,2
XRP,0.994,46.0,1.92,2,2.97,2
XRP,1.323,46.0,4.4,8,2.97,3
XRP,1.222,46.0,0.0,1,2.97,1
XRP,1.288,46.0,0.0,1,2.97,1
XRP,1.208,45.5,1.12,3,2.97,2
XRP,1.362,45.5,8.95,33,2.97,3
XRP,1.176,57.4,13.92,8,2.97,3
XRP,1.136,58.6,1.46,4,2.97,2
XRP,1.348,58.6,2.44,4,2.97,3
XRP,1.589,58.6,1.44,4,2.97,2
XRP,1.768,58.6,0.0,1,2.97,1
XRP,2.04,58.6,5.67,4,2.97,3
XRP,2.124,56.7,0.0,1,2.97,1
XRP,2.353,56.7,2.21,4,2.97,2
XRP,2.269,56.7,1.41,4,2.97,2
XRP,2.288,56.7,3.43,3,2.97,3
XRP,2.212,56.7,1.46,5,2.97,2
XRP,2.253,56.7,1.0,3,2.97,1
XRP,2.285,58.0,7.75,50,2.97,3
XRP,2.734,65.3,0.0,1,2.97,1
XRP,2.887,65.3,2.45,5,2.97,3
XRP,1.958,59.9,3.06,10,2.97,3
XRP,2.44,59.9,1.42,2,2.97,2
XRP,2.454,59.9,2.42,5,2.97,2
XRP,2.462,59.9,1.1,3,2.97,1
XRP,2.003,53.6,1.64,7,2.97,2
XRP,2.017,53.6,23.35,145,2.97,3
XRP,1.461,54.0,14.86,48,2.97,3
XRP,1.674,39.0,82.34,30976,2.97,3
XRP,5.907,61.4,2.57,18,2.97,3
XRP,3.85,63.8,2.31,14,2.97,2
XRP,2.486,52.7,0.2,5,2.97,1
XRP,2.857,52.7,14.17,282,2.97,3
XRP,2.115,61.7,1.7,25,2.97,2
XRP,2.385,59.8,9.73,206,2.97,3
XRP,1.515,58.8,0.71,2,2.97,1
XRP,1.987,58.8,8.39,68,2.97,3
XRP,2.214,74.5,1.2,7,2.97,2
XRP,2.563,76.2,3.43,13,2.97,3
XRP,2.815,76.2,1.0,5,2.97,1
